MSU	logFC	adj.p.value	RAP	Name	Description	Type	SYMBOL	ENTREZ	RAP.description	RAP.name	RAP.synonym	CGSNL.symbol	CGSNL.name	Oryzabase.name	Oryzabase.synonym	Oryzabase.protein	AM_gene_description	AM_gene_otherinfo	NCBI.Name	GO.term	GO.name
LOC_Os06g16350	1.5343571794474793	4.9534434880058865e-61	Os06g0274800	prx77	Similar to Peroxidase 11 precursor (EC 1.11.1.7) (Atperox P11) (ATP23a/ATP23b)	protein_coding	LOC4340745	4340745	Similar to Peroxidase 11 precursor (EC 1.11.1.7) (Atperox P11) (ATP23a/ATP23b).	NA	NA	NA	NA	prx77, OsPRX77	class III peroxidase 77	CLASS III PEROXIDASE 77	NA	NA	peroxidase 11	GO:0042744, GO:0005576, GO:0098869, GO:0004601, GO:0046872, GO:0020037, GO:0006979, GO:0016491, GO:0140825, GO:0055114, GO:0009409	NA
LOC_Os01g12710	2.98600707527614	1.3054093692159394e-60	Os01g0227100	NYC1	Chlorophyll b reductase, Leaf senescenc	protein_coding	LOC4327178	4327178	Chlorophyll b reductase, Leaf senescence	NYC1, nyc1, OsNYC1	NON-YELLOW COLORING 1, Chlorophyl b degrading enzyme, Chlase, Non-Yellow Coloring 1, non-yellow coloring1, Probable chlorophyll(ide) b reductase NYC1, chloroplastic, Protein NON-YELLOW COLORING 1, short-chain dehydrogenase/reductase NYC1	NYC1	NON-YELLOW COLORING 1	nyc1, OsNYC1	Chlorophyl b degrading enzyme, Chlase, Non-Yellow Coloring 1, non-yellow coloring1, Probable chlorophyll(ide) b reductase NYC1, chloroplastic, Protein NON-YELLOW COLORING 1, short-chain dehydrogenase/reductase NYC1	SHORT-CHAIN DEHYDROGENASE/REDUCTASE NYC1	NA	NA	probable chlorophyll(ide) b reductase NYC1, chloroplastic	GO:0009535, GO:0016021, GO:0015996, GO:0034256, GO:0016491, GO:0009536, GO:0010304, GO:0016020, GO:0009507, GO:0009579, GO:0042170, GO:0000166, GO:0008152, GO:0005488, GO:0010150, GO:0055114	NA
LOC_Os01g12710	2.98600707527614	1.3054093692159394e-60	Os01g0227100	NYC1	Chlorophyll b reductase, Leaf senescenc	protein_coding	LOC4327178	4327178	Similar to oxidoreductase.	NA	NA	NYC1	NON-YELLOW COLORING 1	nyc1, OsNYC1	Chlorophyl b degrading enzyme, Chlase, Non-Yellow Coloring 1, non-yellow coloring1, Probable chlorophyll(ide) b reductase NYC1, chloroplastic, Protein NON-YELLOW COLORING 1, short-chain dehydrogenase/reductase NYC1	SHORT-CHAIN DEHYDROGENASE/REDUCTASE NYC1	NA	NA	probable chlorophyll(ide) b reductase NYC1, chloroplastic	GO:0009535, GO:0016021, GO:0015996, GO:0034256, GO:0016491, GO:0009536, GO:0010304, GO:0016020, GO:0009507, GO:0009579, GO:0042170, GO:0000166, GO:0008152, GO:0005488, GO:0010150, GO:0055114	NA
LOC_Os09g04050	1.1627635368344915	1.0647112682071434e-59	Os09g0127300	OsCCR17	NAD(P)-binding domain containing protein	protein_coding	LOC4346438	4346438	NAD(P)-binding domain containing protein.	NA	NA	CCR17	CINNAMOYL-COA REDUCTASE 17	OsCCR17	Cinnamoyl-CoA reductase 17	CINNAMOYL-COA REDUCTASE 17	NA	NA	cinnamoyl-CoA reductase 2	GO:0050662, GO:0016616, GO:0016491, GO:0000166, GO:0003824, GO:0044237, GO:0009411, GO:0009414, GO:0009651, GO:0050832	NA
LOC_Os06g12410	1.647704938021168	5.8513184294951945e-58	Os06g0229400	OsGELP81	Conserved hypothetical protein	protein_coding	LOC4340566	4340566	Conserved hypothetical protein.	NA	NA	GELP81	GDSL ESTERASE/LIPASE PROTEIN 81	OsGELP81	GDSL esterase/lipase protein 81	GDSL ESTERASE/LIPASE PROTEIN 81	NA	NA	GDSL esterase/lipase At1g74460	GO:0016788, GO:0006629	hydrolase activity, acting on ester bonds, lipid metabolic process
LOC_Os03g14170	2.0480622088559115	1.4294596098845897e-56	Os03g0245700	NA	Thiolase-like, subgroup domain containing protein	protein_coding	LOC4332236	4332236	Thiolase-like, subgroup domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	3-ketoacyl-CoA synthase 1	GO:0016747, GO:0006633, GO:0016021, GO:0016020, GO:0016746, GO:0022626, GO:0009409, GO:0009922, GO:0005783, GO:0010025, GO:0009416, GO:0016740, GO:0003824, GO:0008152	acyltransferase activity, transferring groups other than amino-acyl groups, fatty acid biosynthetic process, integral component of membrane, membrane, acyltransferase activity, cytosolic ribosome, response to cold, fatty acid elongase activity, endoplasmic reticulum, wax biosynthetic process, response to light stimulus, transferase activity, catalytic activity, metabolic process
LOC_Os03g14170	2.0480622088559115	1.4294596098845897e-56	Os03g0245700	NA	Thiolase-like, subgroup domain containing protein	protein_coding	LOC4332236	4332236	Similar to senescence-associated protein 15.	NA	NA	NA	NA	NA	NA	NA	NA	NA	3-ketoacyl-CoA synthase 1	GO:0016747, GO:0006633, GO:0016021, GO:0016020, GO:0016746, GO:0022626, GO:0009409, GO:0009922, GO:0005783, GO:0010025, GO:0009416, GO:0016740, GO:0003824, GO:0008152	acyltransferase activity, transferring groups other than amino-acyl groups, fatty acid biosynthetic process, integral component of membrane, membrane, acyltransferase activity, cytosolic ribosome, response to cold, fatty acid elongase activity, endoplasmic reticulum, wax biosynthetic process, response to light stimulus, transferase activity, catalytic activity, metabolic process
LOC_Os04g35790	2.4245367044137613	5.8557295026001295e-56	Os04g0438600	NA	Glycolipid transfer protein, GLTP domain containing protein	protein_coding	LOC4335920	4335920	Glycolipid transfer protein, GLTP domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	glycolipid transfer protein 3	GO:0120013, GO:0005829, GO:0016020, GO:0008289, GO:0120009, GO:1902388, GO:0035627, GO:1902387, GO:0005737, GO:1902389, GO:0017089, GO:0046836, GO:0051861	lipid transfer activity, cytosol, membrane, lipid binding, intermembrane lipid transfer, ceramide 1-phosphate transfer activity, ceramide transport, ceramide 1-phosphate binding, cytoplasm, ceramide 1-phosphate transport, glycolipid transfer activity, glycolipid transport, glycolipid binding
LOC_Os03g05270	1.948736312287079	1.8029187356748467e-55	Os03g0145900	NA	Similar to CHY zinc finger family protein, expressed	protein_coding	LOC4331606	4331606	Similar to CHY zinc finger family protein, expressed.	NA	NA	NA	NA	OsRING159, RING159	RING-type E3 ubiquitin ligase 159	NA	NA	NA	E3 ubiquitin-protein ligase RZFP34	GO:0008270, GO:0046872, GO:0005634, GO:0006511, GO:0061630, GO:0016567	zinc ion binding, metal ion binding, nucleus, ubiquitin-dependent protein catabolic process, ubiquitin protein ligase activity, protein ubiquitination
LOC_Os04g45070	1.062715518987893	2.7242176568578676e-55	Os04g0533300	OsREM1.5	Similar to Remorin (pp34)	protein_coding	LOC4336502	4336502	Similar to Remorin (pp34).	NA	NA	REM1.5	REMORIN 1.5	OsREM1.5	remorin1, remorin 1, Remorin 1.5, remorin group 1 member 5	REMORIN 1.5	NA	NA	remorin	GO:0005773, GO:0005886	vacuole, plasma membrane
LOC_Os04g45070	1.062715518987893	2.7242176568578676e-55	Os04g0533300	OsREM1.5	Similar to Remorin (pp34)	protein_coding	LOC4336502	4336502	Similar to remorin.	NA	NA	REM1.5	REMORIN 1.5	OsREM1.5	remorin1, remorin 1, Remorin 1.5, remorin group 1 member 5	REMORIN 1.5	NA	NA	remorin	GO:0005773, GO:0005886	vacuole, plasma membrane
LOC_Os08g37300	1.20418760570335	7.210937601103695e-54	Os08g0478000	NA	Similar to mucin-2	protein_coding	LOC9266895	9266895	Similar to mucin-2.	NA	NA	NA	NA	NA	NA	NA	NA	NA	vegetative cell wall protein gp1	NA	NA
LOC_Os08g37300	1.20418760570335	7.210937601103695e-54	Os08g0478000	NA	Similar to mucin-2	protein_coding	LOC9266895	9266895	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	vegetative cell wall protein gp1	NA	NA
LOC_Os03g03900	1.6287129809348102	8.080488225065257e-54	Os03g0131100	NA	Octicosapeptide/Phox/Bem1p domain containing protein	protein_coding	LOC4331508	4331508	NODULE INCEPTION (NIN)-like protein, Regulation of nitrogen (N) utilization	OsNLP1	NIN-LIKE PROTEIN 1	NLP1	NIN-LIKE PROTEIN 1	OsNLP1	NLP transcription factor 1, NODULE INCEPTION-like protein 1	NIN-LIKE PROTEIN 1	NA	NA	protein NLP1-like	GO:0003677, GO:0005634, GO:0006355, GO:0003700, GO:0005515, GO:0009408, GO:0009409, GO:0009414, GO:0009735, GO:0009737, GO:0009751, GO:0010167, GO:0042594, GO:0060359	DNA binding, nucleus, regulation of DNA-templated transcription, DNA-binding transcription factor activity, protein binding, response to heat, response to cold, response to water deprivation, response to cytokinin, response to abscisic acid, response to salicylic acid, response to nitrate, response to starvation, response to ammonium ion
LOC_Os01g52010	1.54684310453861	5.2938356195463885e-52	Os01g0717700	NA	EGF-like, alliinase domain containing protein	protein_coding	LOC4325589	4325589	EGF-like, alliinase domain containing protein.	NA	NA	NA	NA	OsTAA1, TAA1, OsTAA1;4, TAA1;4, OsTARL1, TARL1	TRYPTOPHAN AMINOTRANSFERASE RELATED-LIKE 1	NA	NA	NA	tryptophan aminotransferase-related protein 3	GO:0016846, GO:0016021, GO:0016020, GO:0003824, GO:0016829, GO:0006520, GO:0008483, GO:0030170, GO:0005783	carbon-sulfur lyase activity, integral component of membrane, membrane, catalytic activity, lyase activity, cellular amino acid metabolic process, transaminase activity, pyridoxal phosphate binding, endoplasmic reticulum
LOC_Os03g12030	2.3666038655587758	5.666425526355039e-52	Os03g0220100	WSL4	beta-ketoacyl-CoA synthase, Homolog of Arabidopsis CER6, Leaf cuticular wax synthesis, Very-long-chain fatty acid (VLCFA) elongatio	protein_coding	LOC4332090	4332090	beta-ketoacyl-CoA synthase, Homolog of Arabidopsis CER6, Leaf cuticular wax synthesis, Very-long-chain fatty acid (VLCFA) elongation	WSL4, CER6/CUT1, CER6, CUT1, OsCER6	wax crystal-sparse leaf 4, eceriferum6, eceriferum 6, cuticular 1	NA	NA	CER6/CUT1, CER6, CUT1, OsCER6, WSL4, KCS6, OsKCS6, CER6/CUT1/KCS6, OsHMS1	eceriferum6, eceriferum 6, cuticular 1, wax crystal-sparse leaf 4, beta-ketoacyl-coenzyme A synthase 6, beta-ketoacyl-CoA synthase 6	NA	NA	NA	3-ketoacyl-CoA synthase 6	GO:0016747, GO:0016746, GO:0006633, GO:0016021, GO:0016740, GO:0016020, GO:0003824, GO:0008152, GO:0005783, GO:0009270, GO:0009414, GO:0009555, GO:0009846, GO:0009859, GO:0009860, GO:0009876, GO:0010025, GO:0010208, GO:0010584, GO:0042761, GO:0048653	acyltransferase activity, transferring groups other than amino-acyl groups, acyltransferase activity, fatty acid biosynthetic process, integral component of membrane, transferase activity, membrane, catalytic activity, metabolic process, endoplasmic reticulum, response to humidity, response to water deprivation, pollen development, pollen germination, pollen hydration, pollen tube growth, pollen adhesion, wax biosynthetic process, pollen wall assembly, pollen exine formation, very long-chain fatty acid biosynthetic process, anther development
LOC_Os01g01660	0.9085148533407872	1.1871408745879409e-51	Os01g0106400	NA	Similar to Isoflavone reductase homolog IRL (EC 1.3.1.-)	protein_coding	LOC4326149	4326149	Isoflavone reductase-like protein, Homeostasis of reactive oxygen species (ROS)	OsIRL	isoflavone reductase-like	IRL	ISOFLAVONE REDUCTASE-LIKE PROTEIN	OsIRL	isoflavone reductase-like gene	ISOFLAVONE REDUCTASE-LIKE PROTEIN	NA	NA	isoflavone reductase homolog IRL	GO:0016491, GO:0000302, GO:0002238, GO:0009737, GO:0009751, GO:0009753, GO:0042542, GO:0050832	oxidoreductase activity, response to reactive oxygen species, response to molecule of fungal origin, response to abscisic acid, response to salicylic acid, response to jasmonic acid, response to hydrogen peroxide, defense response to fungus
LOC_Os07g48060	1.340756695913948	4.1029749759547496e-51	Os07g0677600	prx115	Similar to Cationic peroxidase	protein_coding	LOC4344282	4344282	Similar to Cationic peroxidase.	NA	NA	NA	NA	prx115	class III peroxidase 115	NA	NA	NA	cationic peroxidase 1	GO:0042744, GO:0005576, GO:0098869, GO:0004601, GO:0046872, GO:0020037, GO:0006979, GO:0016491, GO:0140825, GO:0055114	NA
LOC_Os03g25340	3.7805484931855373	5.681810800305261e-51	Os03g0369000	PRX46	Similar to Peroxidase 1	protein_coding	LOC4332926	4332926	Similar to Peroxidase 1.	NA	NA	NA	NA	prx46, POD1, OSPOD1	class III peroxidase 46	NA	NA	NA	peroxidase 2	GO:0042744, GO:0005576, GO:0098869, GO:0004601, GO:0009506, GO:0009505, GO:0046872, GO:0020037, GO:0006979, GO:0016491, GO:0140825, GO:0055114	NA
LOC_Os05g33900	1.2956009673186881	9.581156970046222e-51	Os05g0409500	OsUMAMIT9	Similar to MtN21 protein	protein_coding	LOC4338773	4338773	Similar to MtN21 protein.	NA	NA	UMAMIT9	USUALLY MULTIPLE ACIDS MOVE IN AND OUT TRANSPORTER 9	OsUMAMIT9	Usually Multiple Acids Move In and out Transporter 9	USUALLY MULTIPLE ACIDS MOVE IN AND OUT TRANSPORTER 9	NA	NA	WAT1-related protein At5g07050	GO:0022857, GO:0005886, GO:0016021, GO:0016020, GO:0055085, GO:0006810	transmembrane transporter activity, plasma membrane, integral component of membrane, membrane, transmembrane transport, transport
LOC_Os03g56944	1.5143125931467885	1.2185126805267558e-50	Os03g0782400	NA	Conserved hypothetical protein	protein_coding	LOC4334323	4334323	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	vegetative cell wall protein gp1	NA	NA
LOC_Os06g30030	2.0142507343154077	2.4479614572627166e-50	Os06g0495800	NA	Protein of unknown function DUF617, plant family protein	protein_coding	LOC4341098	4341098	Protein of unknown function DUF617, plant family protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	protein MIZU-KUSSEI 1	GO:0010274	hydrotropism
LOC_Os05g39770	1.492754287256864	4.586564994741961e-50	Os05g0475400	Osh36	Similar to Alanine:glyoxylate aminotransferase-like protein (Fragment)	protein_coding	LOC4339095	4339095	Similar to Alanine:glyoxylate aminotransferase-like protein (Fragment).	Osh36	alanine:glyoxylate aminotransferase-like protein	NA	NA	Osh36, OsH36, H36, OsAMTR1	alanine:glyoxylate aminotransferase-like protein, aminotransferase 1	AMINOTRANSFERASE 1	NA	NA	alanine--glyoxylate aminotransferase 2 homolog 2, mitochondrial	GO:0008483, GO:0030170, GO:0003824, GO:0006979, GO:0008152, GO:0009414, GO:0009646, GO:0009651, GO:0009737, GO:0009749, GO:0010150, GO:0080134	transaminase activity, pyridoxal phosphate binding, catalytic activity, response to oxidative stress, metabolic process, response to water deprivation, response to absence of light, response to salt stress, response to abscisic acid, response to glucose, leaf senescence, regulation of response to stress
LOC_Os05g39770	1.492754287256864	4.586564994741961e-50	Os05g0475400	Osh36	Similar to Alanine:glyoxylate aminotransferase-like protein (Fragment)	protein_coding	LOC4339095	4339095	Aminotransferase, Regulation of abiotic stress responses	Osh36, OsAMTR1, AMTR1	alanine:glyoxylate aminotransferase-like protein, aminotransferase 1	NA	NA	Osh36, OsH36, H36, OsAMTR1	alanine:glyoxylate aminotransferase-like protein, aminotransferase 1	AMINOTRANSFERASE 1	NA	NA	alanine--glyoxylate aminotransferase 2 homolog 2, mitochondrial	GO:0008483, GO:0030170, GO:0003824, GO:0006979, GO:0008152, GO:0009414, GO:0009646, GO:0009651, GO:0009737, GO:0009749, GO:0010150, GO:0080134	transaminase activity, pyridoxal phosphate binding, catalytic activity, response to oxidative stress, metabolic process, response to water deprivation, response to absence of light, response to salt stress, response to abscisic acid, response to glucose, leaf senescence, regulation of response to stress
LOC_Os01g42370	3.964704316256947	9.792017925295167e-50	Os01g0609200	OsABCG35	Similar to Pleiotropic drug resistance protein 3	protein_coding	LOC4327727	4327727	Similar to Pleiotropic drug resistance protein 3.	NA	NA	PDR11	PLEIOTROPIC DRUG RESISTANCE 11	OsABCG35, OsPDR11, OsPDR2	ABC transporter superfamily ABCG subgroup member 35, pleiotropic drug resistance 11, pleiotropic drug resistance 2	PLEIOTROPIC DRUG RESISTANCE 11	NA	NA	ABC transporter G family member 35	GO:0055085, GO:0042626, GO:0005524, GO:0005886, GO:0016021, GO:0016020, GO:0000166, GO:0140359, GO:0016887, GO:0017111, GO:0006200, GO:0006810	NA
LOC_Os02g50240	0.6556778887797013	1.4355642947350874e-49	Os02g0735200	OsGS1	Glutamine synthetase shoot isozyme (EC 6.3.1.2) (Glutamate--ammonia ligase) (Clone lambda-GS28)	protein_coding	LOC4330649	4330649	Glutamine synthetase shoot isozyme (EC 6.3.1.2) (Glutamate--ammonia ligase) (Clone lambda-GS28).	NA	NA	GLN1;1	GLUTAMINE SYNTHETASE 1;1	OsGLN1;1, GS1, RGS28, OsGS1;1, GS1;1, OsGS, GS1, OsGS1, GLN1-1, OsGS1-1, GS1-1	cytosolic glutamine synthethase 1;1, cytosolic glutamine synthase 1, glutamine synthetase 1;1, Glutamine synthetase, glutamine synthetase 1, glutamine synthetase shoot isozyme, glutamate:ammonia ligase gamma, Gln synthetase 1-1	GLUTAMINE SYNTHETASE 1;1	NA	NA	glutamine synthetase cytosolic isozyme 1-1-like	GO:0006542, GO:0005524, GO:0005737, GO:0004356, GO:0003824, GO:0000166, GO:0006807, GO:0016874, GO:0005975, GO:0006099, GO:0006970, GO:0009414, GO:0009610, GO:0009620, GO:0009635, GO:0009651, GO:0009658, GO:0010043, GO:0010150, GO:0010167, GO:0010431, GO:0060359	glutamine biosynthetic process, ATP binding, cytoplasm, glutamate-ammonia ligase activity, catalytic activity, nucleotide binding, nitrogen compound metabolic process, ligase activity, carbohydrate metabolic process, tricarboxylic acid cycle, response to osmotic stress, response to water deprivation, response to symbiotic fungus, response to fungus, response to herbicide, response to salt stress, chloroplast organization, response to zinc ion, leaf senescence, response to nitrate, seed maturation, response to ammonium ion
LOC_Os02g50240	0.6556778887797013	1.4355642947350874e-49	Os02g0735200	OsGS1	Glutamine synthetase shoot isozyme (EC 6.3.1.2) (Glutamate--ammonia ligase) (Clone lambda-GS28)	protein_coding	LOC4330649	4330649	Cytosolic glutamine synthetase, Growth rate, Grain filling	OsGS1;1	cytosolic glutamine synthetase 1;1	GLN1;1	GLUTAMINE SYNTHETASE 1;1	OsGLN1;1, GS1, RGS28, OsGS1;1, GS1;1, OsGS, GS1, OsGS1, GLN1-1, OsGS1-1, GS1-1	cytosolic glutamine synthethase 1;1, cytosolic glutamine synthase 1, glutamine synthetase 1;1, Glutamine synthetase, glutamine synthetase 1, glutamine synthetase shoot isozyme, glutamate:ammonia ligase gamma, Gln synthetase 1-1	GLUTAMINE SYNTHETASE 1;1	NA	NA	glutamine synthetase cytosolic isozyme 1-1-like	GO:0006542, GO:0005524, GO:0005737, GO:0004356, GO:0003824, GO:0000166, GO:0006807, GO:0016874, GO:0005975, GO:0006099, GO:0006970, GO:0009414, GO:0009610, GO:0009620, GO:0009635, GO:0009651, GO:0009658, GO:0010043, GO:0010150, GO:0010167, GO:0010431, GO:0060359	glutamine biosynthetic process, ATP binding, cytoplasm, glutamate-ammonia ligase activity, catalytic activity, nucleotide binding, nitrogen compound metabolic process, ligase activity, carbohydrate metabolic process, tricarboxylic acid cycle, response to osmotic stress, response to water deprivation, response to symbiotic fungus, response to fungus, response to herbicide, response to salt stress, chloroplast organization, response to zinc ion, leaf senescence, response to nitrate, seed maturation, response to ammonium ion
LOC_Os08g05780	2.9941004283884065	1.1951696229572487e-48	Os08g0153900	NA	Protein of unknown function DUF599 family protein	protein_coding	LOC4344680	4344680	Protein of unknown function DUF599 family protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4344680	GO:0016021, GO:0016020	integral component of membrane, membrane
LOC_Os02g48640	1.6791234105777566	2.4775766660342253e-48	Os02g0717600	NA	Similar to predicted protein	protein_coding	LOC4330531	4330531	Similar to predicted protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4330531	GO:0005886	plasma membrane
